Community,Date,Time,Fixture type,Competition,Home,Home Score,Away Score,Away,Winner,No Score Type,Walkover Reason,Venue,Team Type,Conference,Tier,Score Margin,Total Points ,Team Conceding Walkover,Fixtures,League Fixtures,Knockout Fixtures,Number of Walkovers,Voids,Blowout Game(s),Zero Score?,Blowout to Zero
BUCS Hockey 22-23,26/10/2022,15:00,League,Men's Premier (North/South),Leeds Beckett Men's 1,1,4,Durham Men's 2,Durham Men's 2,,,"Hockey Pitch, Headingley Campus, Leeds LS6 3QQ  Provider: Hockey 21-22",Men's,Premier Tier,Premier Tier,3,5,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,15:00,League,ICG Women's Premier (North/South),Exeter Women's 2,6,0,UCL Women's 1,Exeter Women's 2,,,"Water Pitch, University of Exeter Sports Park, Stocker Road, Exeter, EX4 4QN Provider: Hockey 21-22",Women's,Premier Tier,Premier Tier,6,6,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,26/10/2022,15:00,League,ICG Women's South Eastern Tier 4,King's College Women's 6,2,1,City Women's 1,King's College Women's 6,,,"HOP. King's College Sports Ground, Brockley Rise, London SE23 1NW Provider: Rugby Union 21-22",Women's,South Eastern,Season,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,15:00,Tournament,ICG Women's Scottish Conference Trophy,St Andrews Women's 5,11,0,Edinburgh Napier Women's 2,St Andrews Women's 5,,,"Saints Sport, University Park, St Leonards Road St Andrews Fife KY16 9DY 01334462190 Provider: Korfball 21-22",Women's,Scottish Conference Trophy,Scottish Conference Trophy,11,11,,1,0,1,0,0,1,1,1
BUCS Hockey 22-23,26/10/2022,14:45,League,ICG Women's Midlands Tier 4,Nottingham Trent Women's 5,4,1,Oxford Brookes Women's 5,Nottingham Trent Women's 5,,,Clifton Hockey Pitch Provider: Hockey 21-22,Women's,Midlands,Season,3,5,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,14:45,League,ICG Women's Northern Tier 3,Newcastle Women's 4,2,3,York Women's 1,York Women's 1,,,"Longbenton Sand Dressed Pitch
Coach Lane
NE12 8AD Provider: Hockey 21-22",Women's,Northern,Season,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,14:45,League,Men's Northern Tier 3,Lancaster Men's 2,0,6,Manchester Men's 3,Manchester Men's 3,,,"Astro 1, Sports Centre, Lancaster University, Lancaster, LA1 4YQ Provider: Rugby Union 21-22",Men's,Northern,Season,6,6,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,26/10/2022,14:30,League,Men's Midlands Tier 4,Worcester Men's 1,4,3,Oxford Brookes Men's 6,Worcester Men's 1,,,"Worcester International Hockey Centre, Droitwich Road, WR3 7SW Provider: Worcester Hockey Club",Men's,Midlands,Season,1,7,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,14:30,League,ICG Women's Northern Tier 4,Leeds Women's 6,5,0,Hull Women's 1,Hull Women's 1,,,"Sports Park Weetwood, Ring Road Leeds, Weetwood, LS16 5AU Provider: Hockey 21-22",Women's,Northern,Season,5,5,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,26/10/2022,14:30,League,ICG Women's Northern Tier 2,Liverpool John Moores Women's 1,2,3,Lancaster Women's 1,Lancaster Women's 1,,,Formby Hockey Club Provider: LJMU ,Women's,Northern,Tier 2,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,14:30,League,ICG Women's Western Tier 1,Southampton Women's 1,3,2,Exeter Women's 4,Southampton Women's 1,,,"Wide Lane Sports Ground, Wide Lane, Eastleigh, Hampshire, SO50 5PE Provider: Hockey 21-22",Women's,Western,Tier 1,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,14:30,League,ICG Women's Premier (National),Bath Women's 1,1,3,Exeter Women's 1,Exeter Women's 1,,,"Astro 2 (waterbased): Sports Training Village, University of Bath, Claverton Down Road, Combe Down, Bath, BA2 7AY UK Provider: Hockey 21-22",Women's,Premier Tier (National),Premier Tier (National),2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,14:30,League,Men's Western Tier 3,Cardiff Men's 5,3,1,Cardiff Men's 4 (Medics),Cardiff Men's 5,,,"Hockey Pitch, Talybont Sports Training Village, Off Excelsior Road, Cardiff, CF14 3AT Provider: Hockey 21-22",Men's,Western,Season,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,14:30,Tournament,ICG Women's Scottish Conference Cup,Edinburgh Women's 4,4,2,St Andrews Women's 2,Edinburgh Women's 4,,,"Sport & Exercise Peffermill, Water Based 1 Provider: Hockey 21-22",Women's,Scottish Conference Cup,Scottish Conference Cup,2,6,,1,0,1,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,14:30,Tournament,ICG Women's Scottish Conference Trophy,Glasgow Women's 4,8,0,Robert Gordon Women's 2,Glasgow Women's 4,,,"Garscube Sports Complex, West of Scotland Science Park, Maryhill Road, Glasgow. G20 0SP (01413305363) Provider: Football 21-22",Women's,Scottish Conference Trophy,Scottish Conference Trophy,8,8,,1,0,1,0,0,0,1,0
BUCS Hockey 22-23,26/10/2022,14:30,League,ICG Women's South Eastern Tier 1,Surrey Women's 1,4,0,St Mary's Women's 1,Surrey Women's 1,,,Surrey Sports Park GU2 7AD Provider: Football 21-22,Women's,South Eastern,Tier 1,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,26/10/2022,14:30,League,ICG Women's South Eastern Tier 4,Reading Women's 4,5,2,UCL Women's 5 (RUMS),Reading Women's 4,,,"Reading University SportsPark - STP
Shinfield Road
Whiteknights Campus
Reading
RG6 6UR Provider: Hockey 21-22",Women's,South Eastern,Season,3,7,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,14:00,League,Men's Scottish Tier 4,Edinburgh Men's 7,3,0,Aberdeen Men's 2,Edinburgh Men's 7,,,"Sport & Exercise Peffermill, Water Based 2 Provider: Hockey 21-22",Men's,Scottish,Season,3,3,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,26/10/2022,14:00,League,ICG Women's Midlands Tier 3,East Anglia Women's 2,1,5,Warwick Women's 2,Warwick Women's 2,,,"Astro Pitch, Sportspark, University of East Anglia, Norwich, NR4 7TJ Provider: Hockey 21-22",Women's,Midlands,Season,4,6,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,14:00,League,ICG Women's Western Tier 2,USW Women's 1,0,0,Cardiff Women's 3 (Medics),,Draw,,"USW, Sports Park Astro Provider: Hockey 21-22",Women's,Western,Tier 2,0,0,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,26/10/2022,14:00,League,ICG Women's Premier (North/South),Swansea Women's 1,0,0,Cambridge Women's 1,,Draw,,Swansea University (Hockey) Provider: Hockey 22-23,Women's,Premier Tier,Premier Tier,0,0,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,26/10/2022,14:00,League,ICG Women's South Eastern Tier 5,Portsmouth Women's 3,4,2,Imperial Women's 5 (Medics),Portsmouth Women's 3,,,"Astro - Langstone Pitches, Furze Lane, Southsea, PO4 8LW Provider: Hockey 21-22",Women's,South Eastern,Season,2,6,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,14:00,Tournament,ICG Women's Northern Conference Trophy,Sheffield Women's 5,5,2,Teesside Women's 1,Sheffield Women's 5,,,"Norton Sports Park (Astro) 
289 Warminster Road, 
Sheffield
 S8 8PS Provider: Hockey 21-22",Women's,Northern Conference Trophy,Northern Conference Trophy,3,7,,1,0,1,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,14:00,Tournament,ICG Women's Scottish Conference Trophy,Strathclyde Women's 3,1,1,St Andrews Women's 4,Strathclyde Women's 3,,,"University of Strathclyde - Stepps Playing Fields, 15 Avenue End Road, Glasgow, G33 6ND Provider: Strathclyde Sport",Women's,Scottish Conference Trophy,Scottish Conference Trophy,0,2,,1,0,1,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,13:30,League,Men's South Eastern Tier 4,Imperial Men's 5 (Medics),1,2,UCL Men's 5,UCL Men's 5,,,"Harlington Sports Ground
Sipson Lane
Harlington
Middlesex
UB3 5AQ Provider: Football 21-22",Men's,South Eastern,Season,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,13:30,League,Men's Scottish Tier 3,Abertay Men's 1,2,10,St Andrews Men's 2,St Andrews Men's 2,,,"DISCMains Loan, Dundee, DD4 7AA Provider: Hockey 21-22",Men's,Scottish,Season,8,12,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,13:30,Tournament,ICG Women's Northern Conference Trophy,Sheffield Hallam Women's 3,1,2,Newcastle Women's 6,Newcastle Women's 6,,,Sheffield Hallam Sports Park Provider: Ultimate 21-22,Women's,Northern Conference Trophy,Northern Conference Trophy,1,3,,1,0,1,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,13:30,Tournament,ICG Women's Scottish Conference Trophy,Dundee Women's 3,2,0,Edinburgh Women's 9,Dundee Women's 3,,,"Riverside Sports Grounds	Riverside Drive	DD2 1UQ	01382 669568	On A85 next to Dundee Airport	
 Provider: Hockey 21-22",Women's,Scottish Conference Trophy,Scottish Conference Trophy,2,2,,1,0,1,0,0,0,1,0
BUCS Hockey 22-23,26/10/2022,13:30,Tournament,ICG Women's Scottish Conference Trophy,Aberdeen Women's 4,9,1,Stirling Women's 4,Aberdeen Women's 4,,,Hillhead Pitches (sand dressed synthetic pitch Provider: Aberdeen Sports Village,Women's,Scottish Conference Trophy,Scottish Conference Trophy,8,10,,1,0,1,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,13:15,League,Men's Northern Tier 4,Lancaster Men's 3,0,9,Manchester Men's 4,Manchester Men's 4,,,"Astro 1, Sports Centre, Lancaster University, Lancaster, LA1 4YQ Provider: Rugby Union 21-22",Men's,Northern,Season,9,9,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,26/10/2022,13:00,League,Men's South Eastern Tier 4,King's College Men's 4,3,1,Imperial Men's 6,King's College Men's 4,,,"HOP. King's College Sports Ground, Brockley Rise, London SE23 1NW Provider: Rugby Union 21-22",Men's,South Eastern,Season,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,13:00,League,ICG Women's Scottish Tier 2,Robert Gordon Women's 1,3,4,Heriot-Watt Women's 1,Heriot-Watt Women's 1,,,Countesswells Sports Field Provider: RGC,Women's,Scottish,Tier 2,1,7,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,13:00,League,Men's Scottish Tier 3,Edinburgh Men's 4,0,1,Edinburgh Men's 5,Edinburgh Men's 5,,,"Sport & Exercise Peffermill, Water Based 1 Provider: Hockey 21-22",Men's,Scottish,Season,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,26/10/2022,13:00,League,Men's Scottish Tier 4,Robert Gordon Men's 1,0,0,St Andrews Men's 3,Robert Gordon Men's 1,HomeWalkover,,Countesswells Sports Field Provider: RGC,Men's,Scottish,Season,0,0,St Andrews Men's 3,1,1,0,1,0,0,1,0
BUCS Hockey 22-23,26/10/2022,13:00,League,Men's Northern Tier 2,Manchester Men's 2,7,2,Chester Men's 1,Manchester Men's 2,,,,Men's,Northern,Tier 2,5,9,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,13:00,League,ICG Women's Northern Tier 5,Liverpool John Moores Women's 2,3,0,Lancaster Women's 3,Liverpool John Moores Women's 2,,,Formby Hockey Club Provider: LJMU ,Women's,Northern,Season,3,3,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,26/10/2022,13:00,League,ICG Women's Northern Tier 4,Liverpool Hope Women's 1,1,4,Manchester Women's 4,Manchester Women's 4,,,Hope Park Astro Pitch Provider: Hockey 21-22,Women's,Northern,Season,3,5,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,13:00,League,ICG Women's South Eastern Tier 2,Canterbury CC Women's 1,1,3,Essex Women's 1,Essex Women's 1,,,"Polo Farm Sports Club, Littlebourne Road, CT3 4AF Provider: Hockey 21-22",Women's,South Eastern,Tier 2,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,13:00,League,Men's Western Tier 1,Exeter Men's 3,1,1,Bath Men's 2,,Draw,,"Water Pitch, University of Exeter Sports Park, Stocker Road, Exeter, EX4 4QN Provider: Hockey 21-22",Men's,Western,Tier 1,0,2,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,13:00,League,Men's Western Tier 2,Bath Men's 4,0,1,Exeter Men's 5,Exeter Men's 5,,,"Astro 2 (waterbased): Sports Training Village, University of Bath, Claverton Down Road, Combe Down, Bath, BA2 7AY UK Provider: Hockey 21-22",Men's,Western,Tier 2,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,26/10/2022,13:00,League,ICG Women's South Eastern Tier 4,Royal Holloway Women's 2,1,3,Imperial Women's 3,Imperial Women's 3,,,Royal Holloway - MY Astroturf Provider: Hockey 21-22,Women's,South Eastern,Season,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,13:00,League,ICG Women's South Eastern Tier 5,King's College Women's 8,0,10,Bucks New Women's 1,Bucks New Women's 1,,,"HOP. King's College Sports Ground, Brockley Rise, London SE23 1NW Provider: Rugby Union 21-22",Women's,South Eastern,Season,10,10,,1,1,0,0,0,1,1,1
BUCS Hockey 22-23,26/10/2022,13:00,League,ICG Women's Western Tier 4,Bournemouth Women's 2,9,0,Winchester Women's 2,Bournemouth Women's 2,,,"Bournemouth University Sports Campus, Chapel Gate, Christchurch, BH23 6BL Provider: Football 21-22",Women's,Western,Season,9,9,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,26/10/2022,13:00,League,ICG Women's Western Tier 4,Cardiff Met Women's 4,1,0,Bristol Women's 6,Cardiff Met Women's 4,,,Hockey Astro Turf (Sand Dressed) Provider: Hockey 21-22,Women's,Western,Season,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,26/10/2022,13:00,Tournament,Men's Midlands Conference Trophy,Nottingham Trent Men's 6,3,2,Oxford Brookes Men's 5,Nottingham Trent Men's 6,,,Clifton Hockey Pitch Provider: Hockey 21-22,Men's,Midlands Conference Trophy,Midlands Conference Trophy,1,5,,1,0,1,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,13:00,Tournament,ICG Women's Northern Conference Trophy,Newcastle Women's 5,9,0,Leeds Women's 5,Newcastle Women's 5,,,"Longbenton Sand Dressed Pitch
Coach Lane
NE12 8AD Provider: Hockey 21-22",Women's,Northern Conference Trophy,Northern Conference Trophy,9,9,,1,0,1,0,0,0,1,0
BUCS Hockey 22-23,26/10/2022,13:00,Tournament,ICG Women's Northern Conference Trophy,Northumbria Women's 3,3,1,Manchester Met Women's 2,Northumbria Women's 3,,,"The Parks Sport Centre, ATP Provider: Hockey 21-22",Women's,Northern Conference Trophy,Northern Conference Trophy,2,4,,1,0,1,0,0,0,0,0
BUCS Hockey 22-23,26/10/2022,13:00,Tournament,ICG Women's Scottish Conference Trophy,Glasgow Women's 6,0,5,Glasgow Women's 5,Glasgow Women's 5,,,"Garscube Sports Complex, West of Scotland Science Park, Maryhill Road, Glasgow. G20 0SP (01413305363) Provider: Football 21-22",Women's,Scottish Conference Trophy,Scottish Conference Trophy,5,5,,1,0,1,0,0,0,1,0
BUCS Hockey 22-23,26/10/2022,13:00,Tournament,ICG Women's Northern Conference Trophy,Manchester Women's 5,0,0,Sunderland Women's 1,Manchester Women's 5,,,"Armitage Centre Astros, Moseley Rd, Manchester, M14 6HE Provider: Hockey 21-22",Women's,Northern Conference Trophy,Northern Conference Trophy,0,0,,1,0,1,0,0,0,1,0
BUCS Hockey 22-23,26/10/2022,13:00,Tournament,ICG Women's Northern Conference Trophy,Leeds Beckett Women's 5,1,0,Leeds Women's 8,Leeds Beckett Women's 5,,,"Hockey Pitch, Headingley Campus, Leeds LS6 3QQ  Provider: Hockey 21-22",Women's,Northern Conference Trophy,Northern Conference Trophy,1,1,,1,0,1,0,0,0,1,0
BUCS Hockey 22-23,26/10/2022,12:30,League,Men's Scottish Tier 3,Edinburgh Napier Men's 1,5,0,Heriot-Watt Men's 2,Edinburgh Napier Men's 1,,,"Sport & Exercise Peffermill, Water Based 2 Provider: Hockey 21-22",Men's,Scottish,Season,5,5,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,20:00,League,ICG Women's Midlands Tier 3,Nottingham Trent Women's 4,1,4,Nottingham Women's 6,Nottingham Women's 6,,,Clifton Hockey Pitch Provider: Hockey 21-22,Women's,Midlands,Season,3,5,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,19:00,League,Men's Northern Tier 4,Liverpool Men's 3,2,9,Manchester Met Men's 2,Manchester Met Men's 2,,,"
 Wyncote Sports Ground, Mather Ave, Liverpool L18 6HF
 Provider: Lacrosse 21-22",Men's,Northern,Season,7,11,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,19:00,League,Men's Scottish Tier 2,Glasgow Caledonian Men's 1,3,7,Glasgow Men's 2,Glasgow Men's 2,,,"Glasgow National Hockey Centre, 8 Kings Drive, G40 1HB Provider: Hockey 21-22",Men's,Scottish,Tier 2,4,10,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,19:00,League,Men's Western Tier 2,Cardiff Men's 2,3,1,Swansea Men's 2,Cardiff Men's 2,,,"Hockey Pitch, Talybont Sports Training Village, Off Excelsior Road, Cardiff, CF14 3AT Provider: Hockey 21-22",Men's,Western,Tier 2,2,4,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,19:00,League,Men's Premier (North/South),Nottingham Men's 2,4,0,Birmingham Men's 2,Nottingham Men's 2,,,"Water Based, Nottingham Hockey Centre, University Boulevard, Nottingham. NG7 2PS
 Provider: Hockey 21-22",Men's,Premier Tier,Premier Tier,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,18:30,League,ICG Women's Scottish Tier 3 ,Edinburgh Napier Women's 1,2,0,Dundee Women's 2,Edinburgh Napier Women's 1,,,"Sport & Exercise Peffermill, Water Based 2 Provider: Hockey 21-22",Women's,Scottish,Season,2,2,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,18:30,League,ICG Women's Premier (North/South),Cardiff Met Women's 1,3,0,Bristol Women's 1,Cardiff Met Women's 1,,,Hockey Astro Turf (Sand Dressed) Provider: Hockey 21-22,Women's,Premier Tier,Premier Tier,3,3,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,18:30,League,ICG Women's South Eastern Tier 5,LSE Women's 2,1,0,Royal Holloway Women's 3,LSE Women's 2,,,Lee Valley Hockey and Tennis Centre Provider: Hockey 21-22,Women's,South Eastern,Season,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,18:30,League,ICG Women's Scottish Tier 5,Strathclyde Women's 4,0,14,Edinburgh Women's 7,Edinburgh Women's 7,,,"University of Strathclyde - Stepps Playing Fields, 15 Avenue End Road, Glasgow, G33 6ND Provider: Strathclyde Sport",Women's,Scottish,Season,14,14,,1,1,0,0,0,1,1,1
BUCS Hockey 22-23,19/10/2022,18:15,League,ICG Women's Midlands Tier 4,Nottingham Trent Women's 5,16,0,Leicester Women's 2,Nottingham Trent Women's 5,,,Clifton Hockey Pitch Provider: Hockey 21-22,Women's,Midlands,Season,16,16,,1,1,0,0,0,1,1,1
BUCS Hockey 22-23,19/10/2022,18:00,League,Men's Scottish Tier 1,Glasgow Men's 1,7,4,Strathclyde Men's 1,Glasgow Men's 1,,,Hutcheson Grammar School Hockey Pitches Provider: Hockey 21-22,Men's,Scottish,Tier 1,3,11,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,18:00,League,ICG Women's Premier (North/South),Newcastle Women's 1,4,2,Liverpool Women's 1,Newcastle Women's 1,,,"Longbenton Sand Dressed Pitch
Coach Lane
NE12 8AD Provider: Hockey 21-22",Women's,Premier Tier,Premier Tier,2,6,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,18:00,League,Men's Midlands Tier 3,Oxford Men's 3,1,1,East Anglia Men's 2,,Draw,,"Fletcher Field Artificial Pitch
Iffley Road Sports Centre
OX4 1SR Provider: Hockey 21-22",Men's,Midlands,Season,0,2,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,17:45,League,ICG Women's Scottish Tier 5,Stirling Women's 3,7,0,UWS Women's 1,Stirling Women's 3,,,"Gannochy Sand Astro	
Gannochy Sports Centre	
FK9 4LA Provider: Hockey 21-22",Women's,Scottish,Season,7,7,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,17:30,League,Men's Scottish Tier 3,Edinburgh Men's 4,1,8,Edinburgh Napier Men's 1,Edinburgh Napier Men's 1,,,"Sport & Exercise Peffermill, Water Based 1 Provider: Hockey 21-22",Men's,Scottish,Season,7,9,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,17:30,League,Men's South Eastern Tier 3,Queen Mary Men's 1,0,7,City Men's 1,City Men's 1,,,Lee Valley Hockey and Tennis Centre Provider: Hockey 21-22,Men's,South Eastern,Season,7,7,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,17:30,League,Men's Northern Tier 2,Sheffield Men's 1,4,0,Liverpool Men's 2,Sheffield Men's 1,,,"Norton Sports Park (Astro) 
289 Warminster Road, 
Sheffield
 S8 8PS Provider: Hockey 21-22",Men's,Northern,Tier 2,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,17:30,League,ICG Women's Northern Tier 4,Sheffield Hallam Women's 2,1,0,Manchester Women's 4,Sheffield Hallam Women's 2,,,Sheffield Hallam Sports Park Provider: Ultimate 21-22,Women's,Northern,Season,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,17:30,League,ICG Women's Western Tier 2,Cardiff Women's 3 (Medics),0,2,Bristol Women's 3,Bristol Women's 3,,,"Hockey Pitch, Talybont Sports Training Village, Off Excelsior Road, Cardiff, CF14 3AT Provider: Hockey 21-22",Women's,Western,Tier 2,2,2,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,17:30,League,ICG Women's Midlands Tier 1,Warwick Women's 1,1,0,Loughborough Women's 4,Warwick Women's 1,,,"Waterbased Hockey Pitch - Westwood Campus, Kirby Corner Road, Coventry, UK CV4 8AH Provider: Hockey 21-22",Women's,Midlands,Tier 1,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,17:30,League,Men's Northern Tier 1,Leeds Men's 1,7,0,Lancaster Men's 1,Leeds Men's 1,,,"Sports Park Weetwood, Ring Road Leeds, Weetwood, LS16 5AU Provider: Hockey 21-22",Men's,Northern,Tier 1,7,7,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,17:30,League,Men's Premier (North/South),Cambridge Men's 1,2,3,Reading Men's 1,Reading Men's 1,,,"Wilberforce Road Sports Ground, Wilberforce Road CB3 0EQ
 Provider: Hockey 21-22",Men's,Premier Tier,Premier Tier,1,5,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,17:30,League,ICG Women's Midlands Tier 4,Derby Women's 1,0,1,Oxford Brookes Women's 6,Oxford Brookes Women's 6,,,"St Benedict's School Astro Pitch
Duffield Road
Derby
DE22 1JD Provider: Hockey 21-22",Women's,Midlands,Season,1,1,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,17:30,League,Men's Midlands Tier 2,Warwick Men's 2,1,5,Loughborough Men's 3,Loughborough Men's 3,,,"Sandbased Hockey Pitch - Westwood Campus, Kirby Corner Road, Coventry, UK CV4 8UW Provider: Hockey 21-22",Men's,Midlands,Tier 2,4,6,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,17:30,League,ICG Women's South Eastern Tier 4,Sussex Women's 2,7,1,Reading Women's 4,Sussex Women's 2,,,Falmer Sports Complex Provider: Tennis 21-22,Women's,South Eastern,Season,6,8,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,17:30,League,Men's Western Tier 4,Southampton Men's 3,4,0,Plymouth Men's 2,Southampton Men's 3,,,"Wide Lane Sports Ground, Wide Lane, Eastleigh, Hampshire, SO50 5PE Provider: Hockey 21-22",Men's,Western,Season,4,4,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,17:00,League,Men's Midlands Tier 4,Leicester Men's 2,4,4,Lincoln Men's 2,,Draw,,"Roger Bettles Sand AstroRoger Bettles Sports Centre, Manor Road,Oadby	LE2 2LL Provider: Hockey 21-22",Men's,Midlands,Season,0,8,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,17:00,League,Men's Scottish Tier 2,Strathclyde Men's 2,0,14,Dundee Men's 1,Dundee Men's 1,,,"University of Strathclyde - Stepps Playing Fields, 15 Avenue End Road, Glasgow, G33 6ND Provider: Strathclyde Sport",Men's,Scottish,Tier 2,14,14,,1,1,0,0,0,1,1,1
BUCS Hockey 22-23,19/10/2022,17:00,League,Men's Scottish Tier 3,Edinburgh Men's 5,6,0,Abertay Men's 1,Edinburgh Men's 5,,,"Sport & Exercise Peffermill, Water Based 2 Provider: Hockey 21-22",Men's,Scottish,Season,6,6,,1,1,0,0,0,0,1,0
BUCS Hockey 22-23,19/10/2022,17:00,League,Men's Northern Tier 3,Manchester Men's 3,1,1,Keele Men's 1,,Draw,,"Armitage Centre Astros, Moseley Rd, Manchester, M14 6HE Provider: Hockey 21-22",Men's,Northern,Season,0,2,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,17:00,League,Men's Northern Tier 3,York Men's 2,1,1,Leeds Men's 3,,Draw,,"JLD Astro, University of York, YO10 5NA Provider: Hockey 21-22",Men's,Northern,Season,0,2,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,17:00,League,Men's South Eastern Tier 3,King's College Men's 3 (GKT),2,5,Imperial Men's 3,Imperial Men's 3,,,"HOP. King's College Sports Ground, Brockley Rise, London SE23 1NW Provider: Rugby Union 21-22",Men's,South Eastern,Season,3,7,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,17:00,League,Men's South Eastern Tier 2,UCL Men's 2 (RUMS),2,1,King's College Men's 2,UCL Men's 2 (RUMS),,,"Lee Valley, Eton Manor, Queen Elizabeth Olympic Park, Leadmill Lane, London E20 3AD Provider: Hockey 21-22",Men's,South Eastern,Tier 2,1,3,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,17:00,League,ICG Women's Northern Tier 5,Manchester Met Women's 3,10,1,Wrexham Glyndwr Women's 1,Manchester Met Women's 3,,,"Armitage Centre Astros, Moseley Rd, Manchester, M14 6HE Provider: Hockey 21-22",Women's,Northern,Season,9,11,,1,1,0,0,0,0,0,0
BUCS Hockey 22-23,19/10/2022,17:00,League,ICG Women's Northern Tier 4,Leeds Beckett Women's 3,1,2,Sheffield Women's 3,Sheffield Women's 3,,,"Hockey Pitch, Headingley Campus, Leeds LS6 3QQ  Provider: Hockey 21-22",Women's,Northern,Season,1,3,,1,1,0,0,0,0,0,0
